budget,genres,popularity,release_date,revenue,runtime,title,vote_average,vote_count,director
"15,000,000",Animation Comedy Family,23.980329,2005-12-16,"51,053,787",80,Hoodwinked!,5.9,479,Cory Edwards
"15,000,000",Drama War,19.786392,1978-12-08,"50,000,000",183,The Deer Hunter,7.8,921,Michael Cimino
"15,000,000",Drama Romance,12.576381,2006-12-25,"49,469,904",92,Notes on a Scandal,6.9,235,Richard Eyre
"15,000,000",Comedy Romance,10.194097,2005-02-04,"47,175,038",88,The Wedding Date,6.2,230,Clare Kilner
"15,000,000",Comedy Drama Romance,5.164281,1998-04-17,"46,905,889",111,The Object of My Affection,5.6,72,Nicholas Hytner
"15,000,000",Horror,15.262492,2005-06-24,"46,770,602",93,Land of the Dead,6,381,George A. Romero
"15,000,000",Comedy Crime,49.230089,1998-03-06,"46,189,568",117,The Big Lebowski,7.8,2926,Joel Coen
"15,000,000",Action Crime Drama,19.284129,1997-08-15,"44,862,187",104,Cop Land,6.6,382,James Mangold
"15,000,000",Crime Drama,24.898687,1987-12-10,"43,848,069",126,Wall Street,7,546,Oliver Stone
"15,000,000",Drama,19.85579,1997-09-11,"43,101,594",155,Boogie Nights,7.5,796,Paul Thomas Anderson
"15,000,000",Drama Thriller War,47.006162,2008-10-10,"42,000,000",131,The Hurt Locker,7.2,1840,Kathryn Bigelow
"15,000,000",Horror Mystery Science Fiction,21.535126,1998-12-25,"40,283,321",104,The Faculty,6.2,492,Robert Rodriguez
"15,000,000",Comedy,13.237835,2009-09-04,"40,105,542",99,All About Steve,4.7,295,Phil Traill
"15,000,000",Horror,12.929525,2009-08-28,"39,421,467",105,Halloween II,5.1,267,Rob Zombie
"15,000,000",Crime Thriller,24.612603,2012-09-20,"37,930,465",97,Killing Them Softly,5.8,742,Andrew Dominik
"15,000,000",Drama Science Fiction,95.130041,2015-01-21,"36,869,414",108,Ex Machina,7.6,4737,Alex Garland
"15,000,000",Drama Crime,35.395129,2013-03-20,"35,485,608",140,The Place Beyond the Pines,6.8,1653,Derek Cianfrance
"15,000,000",Comedy Romance,21.857387,2009-06-19,"35,097,815",92,Whatever Works,6.8,350,Woody Allen
"15,000,000",Crime Drama Thriller,11.375032,2000-03-31,"35,007,180",106,The Skulls,5.8,156,Rob Cohen
"15,000,000",Comedy Drama Crime,25.329493,2008-02-08,"34,533,783",107,In Bruges,7.4,1388,Martin McDonagh
"15,000,000",Comedy Drama Romance,6.857923,2000-04-27,"33,771,174",120,Where the Heart Is,6.9,155,Matt Williams
"15,000,000",Crime Thriller Horror Drama,19.760383,2009-03-13,"32,721,635",110,The Last House on the Left,6.2,440,Dennis Iliadis
"15,000,000",Crime Action Thriller,45.317278,2014-08-27,"32,556,119",108,The November Man,6,639,Roger Donaldson
"15,000,000",Thriller,26.708193,2014-07-25,"31,554,855",121,A Most Wanted Man,6.5,541,Anton Corbijn
"15,000,000",Drama,10.84158,2007-12-27,"30,226,144",126,The Great Debaters,6.9,151,Denzel Washington
"15,000,000",Drama,7.297757,2014-08-22,"30,127,963",115,When the Game Stands Tall,6.3,130,Thomas Carter
"15,000,000",Thriller Action Crime Drama,10.484642,1991-08-10,"30,102,717",110,Double Impact,5.3,215,Sheldon Lettich
"15,000,000",Action Thriller,6.216203,1989-05-19,"30,050,028",114,Road House,6.3,252,Rowdy Herrington
"15,000,000",Comedy,7.424798,2004-02-17,"29,331,068",89,Confessions of a Teenage Drama Queen,5.1,221,Sara Sugarman
"15,000,000",Drama Thriller,27.133277,2011-09-30,"27,462,041",99,A Dangerous Method,6.2,571,David Cronenberg
"15,000,000",Drama Fantasy Horror Thriller,19.517239,1996-05-03,"24,769,466",101,The Craft,6.3,380,Andrew Fleming
"15,000,000",Music Documentary,0.335195,2007-05-19,"22,730,842",85,U2 3D,6.7,10,Mark Pellington
"15,000,000",Drama,3.043589,2006-10-20,"21,000,000",95,Flicka,6.1,52,Michael Mayer
"15,000,000",Action Comedy,18.268009,2016-04-21,"20,566,327",94,Keanu,6,421,Peter Atencio
"15,000,000",Drama Romance,7.809701,2010-12-22,"20,529,194",117,Country Strong,5.9,80,Shana Feste
"15,000,000",Thriller Drama Mystery,31.60985,2001-05-16,"20,117,339",147,Mulholland Drive,7.6,1477,David Lynch
"15,000,000",Horror Mystery Science Fiction,52.731379,1982-06-25,"19,629,760",109,The Thing,7.8,1588,John Carpenter
"15,000,000",Comedy Crime,32.306455,2012-09-07,"19,422,261",110,Seven Psychopaths,6.7,1206,Martin McDonagh
"15,000,000",Mystery Horror Science Fiction,9.378688,1998-07-24,"17,507,368",84,Disturbing Behavior,5.5,104,David Nutter
"15,000,000",Fantasy Drama Horror Action Thriller,11.379652,1984-05-11,"17,080,167",114,Firestarter,5.9,173,Mark L. Lester
"15,000,000",Drama,20.05902,2009-09-13,"16,633,035",111,Whip It,6.7,357,Drew Barrymore
"15,000,000",Action Comedy Crime Mystery,32.690038,2005-09-05,"15,785,148",103,Kiss Kiss Bang Bang,7.2,886,Shane Black
"15,000,000",Action,17.672021,2012-11-02,"15,608,545",96,The Man with the Iron Fists,5.2,358,RZA
"15,000,000",Music Drama Romance,10.9071,2004-08-10,"14,867,514",103,Raise Your Voice,6,211,Sean McNamara
"15,000,000",Crime Drama,30.196039,2002-12-16,"13,060,843",135,25th Hour,7.2,629,Spike Lee
"15,000,000",Adventure Crime Drama Mystery Western,12.163832,2005-11-17,"12,036,149",121,The Three Burials of Melquiades Estrada,7,177,Tommy Lee Jones
"15,000,000",Crime Thriller,8.113634,2001-09-07,"12,000,000",92,Knockaround Guys,5.9,97,Brian Koppelman
"15,000,000",Drama,11.429607,2006-12-08,"10,903,846",116,Black Snake Moan,6.6,243,Craig Brewer
"15,000,000",Drama Comedy Romance,3.033471,1998-11-25,"10,443,316",93,Home Fries,4.8,32,Dean Parisot
"15,000,000",Drama Comedy Romance,8.074807,2000-03-31,"9,902,115",94,Whatever It Takes,5,37,David Raynr
"15,000,000",Drama Romance Science Fiction,30.983397,2010-09-15,"9,455,232",104,Never Let Me Go,6.8,737,Mark Romanek
"15,000,000",Action Crime Drama Thriller,6.373316,2002-12-14,"9,237,470",118,Dark Blue,6.5,85,Ron Shelton
"15,000,000",Comedy Music,13.832376,2008-08-20,"8,762,890",102,The Rocker,5.6,156,Peter Cattaneo
"15,000,000",Drama Thriller Mystery,26.373864,2009-03-25,"8,459,458",96,Chloe,5.9,498,Atom Egoyan
"15,000,000",Drama,13.568302,2012-09-23,"8,138,788",106,Promised Land,6,243,Gus Van Sant
"15,000,000",Horror Thriller Crime,15.175289,2007-10-20,"7,938,872",112,Funny Games,6.3,545,Michael Haneke
"15,000,000",Comedy,7.446069,2009-08-21,"6,405,245",89,Post Grad,5,100,Vicky Jenson
"15,000,000",Thriller Crime Mystery,11.428903,2008-01-18,"5,926,410",111,Transsiberian,6.5,195,Brad Anderson
"15,000,000",Thriller,0.249245,2000-07-19,"5,217,498",105,The In Crowd,4.7,15,Mary Lambert
"15,000,000",Comedy Drama Romance,7.497306,2009-09-07,"5,024,782",90,Solitary Man,5.8,84,Brian Koppelman
"15,000,000",Mystery Drama Crime Thriller Horror,19.913961,2008-08-07,"3,533,227",98,The Midnight Meat Train,6,290,Ry\u00fbhei Kitamura
"15,000,000",Action Thriller Science Fiction Horror,21.928025,1999-04-14,"2,856,712",97,eXistenZ,6.7,475,David Cronenberg
"15,000,000",Drama Romance,3.803495,2008-12-17,"317,000",102,The Yellow Handkerchief,6.4,52,Udayan Prasad
"15,000,000",Drama Action Thriller,2.609057,1996-06-26,"76,382",93,Silent Trigger,5,22,Russell Mulcahy
"15,000,000",Action Comedy Drama History,1.833058,2001-10-14,"23,000",99,All The Queen's Men,6.1,7,Stefan Ruzowitzky
"15,000,000",Comedy Drama Romance Fantasy Music,12.185204,2007-01-25,"20,380",93,The Good Night,5.7,41,Jake Paltrow
"15,000,000",Drama,1.897761,2011-09-16,0,107,Winnie Mandela,5.2,5,Darrell James Roodt
"15,000,000",Drama Thriller Crime,7.701186,2011-11-04,0,90,The Son of No One,4.8,92,Dito Montiel
"15,000,000",Adventure Animation Comedy Family,0.165909,2011-06-03,0,87,The Lion of Judah,5.8,2,Deryck Broom
"15,000,000",Horror Thriller,17.141376,2007-03-22,0,89,The Hills Have Eyes 2,5.2,351,Martin Weisz
"15,000,000",Adventure Drama,5.484679,1986-01-17,0,98,The Clan of the Cave Bear,4.8,27,Michael Chapman
"15,000,000",Comedy Drama Romance,6.684096,1989-03-10,0,124,New York Stories,6.2,64,Francis Ford Coppola
"15,000,000",Drama Mystery Thriller,4.302941,1999-09-04,0,109,Eye of the Beholder,5.3,42,Stephan Elliott
"15,000,000",Thriller Drama,10.48009,2014-12-04,0,94,Dying of the Light,4.5,118,Paul Schrader
"15,000,000",Animation Family,8.884405,2008-03-19,0,80,Dragon Hunters,6.5,129,Guillaume Ivernel
"15,000,000",Drama,0.738646,2015-12-03,0,,Chiamatemi Francesco - Il Papa della gente,7.3,12,Daniele Luchetti
"15,000,000",Drama Comedy War Crime Thriller,6.329672,2001-09-08,0,98,Buffalo Soldiers,6.5,93,Gregor Jordan
"15,000,000",Comedy Science Fiction,41.089863,1985-02-20,0,132,Brazil,7.5,861,Terry Gilliam
"14,800,000",Comedy Drama Music,29.660993,2015-07-01,"122,513,057",115,Magic Mike XXL,6.3,706,Gregory Jacobs
"14,600,000",Romance Fantasy Drama Comedy,52.744331,1993-02-11,"70,906,973",101,Groundhog Day,7.4,2301,Harold Ramis
"14,500,000",Drama Romance,41.493042,1996-10-31,"147,298,761",120,Romeo + Juliet,6.7,1374,Baz Luhrmann
"14,500,000",Drama,4.389363,2014-08-21,0,98,Freedom,5.8,9,Peter Cousens
"14,350,531",Action Comedy Science Fiction,30.952377,2011-05-12,"3,964,682",88,Attack the Block,6.3,733,Joe Cornish
"14,200,000",Drama,7.05145,2005-05-16,"674,918",139,Manderlay,6.9,78,Lars von Trier
"14,000,000",Romance Comedy,45.473484,1990-03-23,"463,000,000",119,Pretty Woman,7,1746,Garry Marshall
"14,000,000",Drama Romance Thriller,16.742972,1987-09-11,"320,145,693",119,Fatal Attraction,6.6,291,Adrian Lyne
"14,000,000",History Drama Thriller War,145.364591,2014-11-14,"233,555,708",113,The Imitation Game,8,5723,Morten Tyldum
"14,000,000",Adventure Action Thriller,27.17347,1977-07-07,"185,438,673",125,The Spy Who Loved Me,6.6,507,Lewis Gilbert
"14,000,000",Drama Romance,44.135568,2005-09-02,"178,043,761",134,Brokeback Mountain,7.5,1480,Ang Lee
"14,000,000",Crime Horror Mystery,45.99611,1996-12-20,"173,046,663",111,Scream,7,1476,Wes Craven
"14,000,000",Drama War,25.949277,1989-12-20,"161,001,698",145,Born on the Fourth of July,6.7,395,Oliver Stone
"14,000,000",Western,37.380435,1992-08-07,"159,157,447",131,Unforgiven,7.7,1113,Clint Eastwood
"14,000,000",Comedy,22.409117,1993-09-30,"154,864,401",98,Cool Runnings,6.8,491,Jon Turteltaub
"14,000,000",Horror Thriller,21.680424,2012-08-30,"85,446,075",92,The Possession,5.8,498,Ole Bornedal
"14,000,000",Action Drama History War Adventure,26.967494,1981-09-16,"85,000,000",149,Das Boot,7.9,613,Wolfgang Petersen
"14,000,000",Horror Thriller,12.159009,1998-09-25,"72,527,595",99,Urban Legend,5.6,290,Jamie Blanks
"14,000,000",Horror,8.885017,2000-09-19,"38,574,362",97,Urban Legends: Final Cut,4.4,100,John Ottman
"14,000,000",Action Adventure Drama Family,13.13724,1991-01-18,"34,793,160",107,White Fang,6.5,135,Randal Kleiser
"14,000,000",Drama Romance,14.480628,1988-12-16,"34,670,720",119,Dangerous Liaisons,7,257,Stephen Frears
"14,000,000",Comedy Drama Family,3.334804,2005-02-18,"32,645,546",106,Because of Winn-Dixie,6.1,61,Wayne Wang
"14,000,000",Horror Thriller Fantasy,11.543363,1977-06-17,"30,749,142",118,Exorcist II: The Heretic,4.5,133,John Boorman
"14,000,000",Drama Romance,3.650857,1993-07-23,"27,515,786",109,Poetic Justice,6.9,47,John Singleton
"14,000,000",Action Adventure Comedy,5.102258,2002-03-08,"25,482,931",95,All About the Benjamins,5.8,48,Kevin Bray
"14,000,000",Drama Music,2.698185,2012-08-17,"24,637,469",116,Sparkle,5.8,36,Salim Akil
"14,000,000",Thriller Mystery Adventure,20.792603,2009-06-08,"22,852,638",98,A Perfect Getaway,6.2,351,David Twohy
"14,000,000",Comedy,6.733485,2010-03-12,"21,409,028",103,Our Family Wedding,5.7,39,Rick Famuyiwa
"14,000,000",Comedy Horror Romance,6.772615,1995-10-27,"19,800,000",100,Vampire in Brooklyn,4.5,111,Wes Craven
"14,000,000",Drama,13.65494,2007-05-22,"19,777,647",112,The Diving Bell and the Butterfly,7.4,283,Julian Schnabel
"14,000,000",Drama Comedy Romance,4.519523,1999-04-15,"18,535,191",97,An Ideal Husband,6.3,46,Oliver Parker
"14,000,000",Horror Thriller Mystery Fantasy,14.730796,1994-10-13,"18,090,181",112,New Nightmare,6.4,291,Wes Craven
"14,000,000",Thriller,22.748174,2012-03-02,"13,551,174",119,Red Lights,6,376,Rodrigo Cort\u00e9s
"14,000,000",Comedy,16.618874,2015-02-20,"12,314,651",93,Hot Tub Time Machine 2,5,354,Steve Pink
"14,000,000",Comedy,7.487843,2012-10-25,"11,417,362",87,Fun Size,5.5,134,Josh Schwartz
"14,000,000",Comedy Romance,4.66723,2001-02-02,"10,424,470",86,Head Over Heels,5.3,73,Mark Waters
"14,000,000",Comedy Romance,9.371811,2002-02-01,"6,413,915",86,Slackers,5.4,60,Dewey Nicks
"14,000,000",Drama Mystery Thriller,5.833687,2000-04-21,"5,108,820",90,Gossip,5.5,68,Davis Guggenheim
"14,000,000",Drama Romance,0.900442,1995-03-31,"2,474,000",139,Jefferson in Paris,5.2,10,James Ivory
"14,000,000",Romance Drama,24.210698,2010-08-06,"1,755,212",89,Flipped,7.4,418,Rob Reiner
"14,000,000",Adventure Mystery Thriller,0.310513,1981-02-11,"439,564",118,Sphinx,6,2,Franklin J. Schaffner
"14,000,000",Drama,4.898424,2011-09-30,"46,495",149,Margaret,6.1,86,Kenneth Lonergan
"14,000,000",Comedy Romance,3.393648,2008-10-29,0,106,The Other End of the Line,6.1,50,James Dodson
"14,000,000",Comedy Romance,14.813614,2003-08-21,0,83,My Boss's Daughter,4.4,180,David Zucker
"14,000,000",Action Adventure Drama,3.419685,2002-01-01,0,97,Highway,5.6,37,James Cox
"14,000,000",Drama Romance,6.370267,1999-01-29,0,107,A Walk on the Moon,6.2,21,Tony Goldwyn
"13,800,000",Drama,17.3393,1986-10-07,"52,293,982",119,The Color of Money,6.7,291,Martin Scorsese
"13,500,000",Drama Romance,9.982885,2002-09-01,"29,027,914",107,Far from Heaven,6.9,144,Todd Haynes
"13,500,000",Drama Romance Crime Mystery,30.058263,2013-01-01,"19,255,873",124,The Best Offer,7.7,704,Giuseppe Tornatore
"13,500,000",Drama,7.261196,2000-11-22,"7,060,876",124,Quills,6.8,128,Philip Kaufman
"13,500,000",Drama,5.16023,2015-09-18,"187,674",129,Stonewall,5.2,32,Roland Emmerich
"13,400,000",Action Comedy Thriller,0.680753,2010-12-29,"16,700,000",100,The Last Godfather,4.7,7,Shim Hyung-Rae
"13,300,000",Thriller Science Fiction Drama,29.782161,2014-03-14,"5,380,251",108,Under the Skin,6,1102,Jonathan Glazer
"13,200,000",Crime Thriller,24.656068,2014-09-10,"53,830,415",83,No Good Deed,5.6,181,Sam Miller
"13,000,000",Drama Thriller,91.285683,2010-12-02,"327,803,731",108,Black Swan,7.3,4430,Darren Aronofsky
"13,000,000",Horror Thriller,49.975409,2013-07-18,"318,000,141",112,The Conjuring,7.4,3092,James Wan
"13,000,000",Comedy Drama War,18.362333,1987-12-23,"123,922,370",121,"Good Morning, Vietnam",7.1,642,Barry Levinson
"13,000,000",History Drama,23.3784,2011-12-30,"114,956,699",105,The Iron Lady,6.2,527,Phyllida Lloyd
"13,000,000",Documentary Music Family,6.735922,2011-02-11,"98,441,954",105,Justin Bieber: Never Say Never,4.8,154,Jon M. Chu
"13,000,000",Thriller Drama,38.018085,2002-09-09,"97,837,138",81,Phone Booth,6.7,1062,Joel Schumacher
"13,000,000",Science Fiction Thriller,73.307513,2004-01-22,"96,060,858",113,The Butterfly Effect,7.3,2060,Eric Bress
"13,000,000",Drama Family Romance Music,9.969624,2001-01-12,"91,038,276",112,Save the Last Dance,6.3,352,Thomas Carter
"13,000,000",Drama Music,6.92205,2007-05-16,"75,511,123",114,Stomp the Yard,6.1,88,Sylvain White
"13,000,000",Comedy,25.316146,2000-12-15,"73,180,723",83,"Dude, Where?셲 My Car?",5.2,509,Danny Leiner
"13,000,000",Crime Thriller,34.532418,2013-03-14,"68,572,378",94,The Call,6.6,1257,Brad Anderson
"13,000,000",Comedy,43.791745,2014-10-09,"54,837,234",102,St. Vincent,7.1,763,Theodore Melfi
"13,000,000",Comedy,35.522027,2013-03-01,"48,065,672",93,21 & Over,5.7,737,Jon Lucas
"13,000,000",Drama Crime,105.792936,1974-12-20,"47,542,841",200,The Godfather: Part II,8.3,3338,Francis Ford Coppola
"13,000,000",Family Adventure Science Fiction,17.371327,2014-06-14,"45,300,000",89,Earth to Echo,5.7,290,Dave Green
"13,000,000",Crime Action Adventure Drama Western,9.499325,1988-08-12,"44,726,644",107,Young Guns,6.6,258,Christopher Cain
"13,000,000",Horror Thriller,11.045593,2002-07-01,"37,664,855",94,Halloween: Resurrection,4.5,228,Rick Rosenthal
"13,000,000",Drama Horror,16.681567,1990-11-09,"35,763,605",84,Child's Play 2,5.8,308,John Lafia
"13,000,000",Drama Romance,43.444135,2012-09-20,"33,400,000",102,The Perks of Being a Wallflower,7.7,2968,Stephen Chbosky
"13,000,000",Comedy,4.742537,1999-08-04,"27,500,000",94,Dick,5.7,67,Andrew Fleming
"13,000,000",Action Adventure Comedy Thriller,6.425528,1998-04-24,"27,007,143",91,The Big Hit,6.1,109,Kirk Wong
"13,000,000",Fantasy Drama Comedy,27.546914,1999-09-30,"22,863,596",112,Being John Malkovich,7.3,1101,Spike Jonze
"13,000,000",Comedy Drama Romance,17.632446,2013-03-21,"18,000,000",107,Admission,5.4,304,Paul Weitz
"13,000,000",Drama Romance,6.130096,2001-06-29,"16,929,123",99,Crazy/Beautiful,6.6,96,John Stockwell
"13,000,000",Adventure Comedy Drama Science Fiction,6.764437,2006-10-15,"11,130,889",104,The Astronaut Farmer,6.2,123,Michael Polish
"13,000,000",Comedy Drama Romance,19.664699,2009-01-18,"10,652,035",98,I Love You Phillip Morris,6.4,503,Glenn Ficarra
"13,000,000",Comedy Crime Drama,1.647335,1996-04-03,"9,789,900",91,Faithful,4.8,4,Paul Mazursky
"13,000,000",Comedy Romance,1.750054,1998-05-08,"8,026,971",84,Woo,5.5,10,Daisy von Scherler Mayer
"13,000,000",Comedy Crime Horror Thriller,6.170139,1994-04-13,"7,820,688",95,Serial Mom,6.4,135,John Waters
"13,000,000",Drama Romance,10.573191,2006-05-16,"4,857,367",120,"Paris, je t'aime",6.8,207,Isabel Coixet
"13,000,000",Drama Action Comedy Crime,12.321302,2006-03-16,"2,636,637",125,Find Me Guilty,6.5,138,Sidney Lumet
"13,000,000",Thriller Horror,10.475368,2015-07-24,"1,784,763",91,The Vatican Tapes,4.6,243,Mark Neveldine
"13,000,000",Drama,3.680896,2006-11-16,"1,151,330",110,Infamous,6.4,60,Douglas McGrath
"13,000,000",Fantasy Drama,20.39955,2009-05-05,"754,249",161,Enter the Void,7.2,387,Gaspar No\u00e9
"13,000,000",Comedy Drama,2.388918,2007-11-27,0,117,This Christmas,7.1,29,Preston A. Whitmore II
"13,000,000",Comedy Family,13.525704,2002-05-10,0,88,The New Guy,5.7,151,Ed Decter
"13,000,000",Crime Drama Thriller,11.892615,2010-02-19,0,109,The Killer Inside Me,6,173,Michael Winterbottom
"13,000,000",Horror,4.009379,2010-01-01,0,95,Super Hybrid,4.6,24,Eric Valette
"13,000,000",Crime Action Thriller,6.337063,2002-11-15,0,98,Half Past Dead,4.6,82,Don Michael Paul
"13,000,000",Comedy Crime Thriller,5.831302,2001-09-06,0,93,Birthday Girl,6.1,103,Jez Butterworth
"12,899,867",Comedy Drama Romance,19.747809,2006-03-16,"85,582,407",121,Volver,7.3,406,Pedro Almod\u00f3var
"12,806,000",Drama,17.363739,2004-09-03,"38,535,221",125,The Sea Inside,7.2,219,Alejandro Amen\u00e1bar
"12,800,000",Drama Crime Music,22.022228,2000-05-17,"40,031,879",140,Dancer in the Dark,7.6,377,Lars von Trier
"12,600,000",Horror Thriller,33.555764,2003-05-30,"28,650,575",84,Wrong Turn,6,635,Rob Schmidt
"12,516,654",Animation Comedy Drama Family,11.103202,2012-12-12,"8,109,160",78,Ernest & Celestine,7.6,142,
"12,500,000",Drama,20.317469,2011-09-24,"75,993,061",101,The Ides of March,6.5,910,George Clooney
"12,500,000",Comedy Romance,11.828068,2014-02-14,"49,002,684",100,About Last Night,6,210,Steve Pink
"12,500,000",Horror Mystery Thriller,8.780512,2009-09-09,"27,206,120",101,Sorority Row,5.4,177,Stewart Hendler
"12,500,000",Drama Romance,13.349012,2002-12-19,"23,367,586",120,Antwone Fisher,6.7,137,Denzel Washington
"12,500,000",War Drama,34.821223,2008-05-07,"20,416,563",94,The Boy in the Striped Pyjamas,7.7,1451,Mark Herman
"12,500,000",Action Thriller Crime Romance,35.268557,1993-09-09,"12,281,551",120,True Romance,7.5,749,Tony Scott
"12,500,000",Crime Drama Mystery,13.939054,1992-09-15,"10,725,228",100,Glengarry Glen Ross,7.5,323,James Foley
"12,500,000",Drama Family,0.903529,2010-04-01,"3,878,993",118,The Perfect Game,6.3,30,William Dear
"12,500,000",Crime Drama,2.950618,1996-01-26,"1,227,324",99,The Funeral,7.3,31,Abel Ferrara
"12,500,000",Crime Comedy Drama,6.546037,2010-09-16,"1,083,683",108,Casino Jack,6,94,George Hickenlooper
"12,500,000",Drama Action Crime,1.589693,2012-12-07,0,95,Black November,6.4,4,Jeta Amata
"12,400,000",Comedy Drama,32.523573,2013-05-21,"8,371,085",142,The Great Beauty,7.3,720,Paolo Sorrentino
"12,305,523",Action Adventure Science Fiction,36.582038,1985-06-29,"36,230,219",107,Mad Max Beyond Thunderdome,5.9,748,George Miller
"12,300,000",Animation Adventure Family,28.670193,1988-11-18,"84,460,846",69,The Land Before Time,7,640,Don Bluth
"12,000,000",Romance Drama,74.358971,2014-05-16,"307,166,834",125,The Fault in Our Stars,7.6,3759,Josh Boone
"12,000,000",Music Drama Romance Crime,45.477802,2006-08-11,"114,194,847",104,Step Up,6.7,1060,Anne Fletcher
"12,000,000",Drama,11.150261,2014-04-16,"101,332,962",99,Heaven is for Real,6,229,Randall Wallace
"12,000,000",Drama,29.019504,2013-11-01,"100,129,872",98,Philomena,7.4,579,Stephen Frears
"12,000,000",Comedy Crime,49.070321,2012-03-01,"100,000,000",88,Project X,6.5,1564,Nima Nourizadeh
"12,000,000",Action Adventure Science Fiction Thriller,22.434102,1982-06-03,"96,800,000",113,Star Trek II: The Wrath of Khan,7.3,675,Nicholas Meyer
"12,000,000",Comedy Romance,6.035152,2012-04-16,"96,070,507",122,Think Like a Man,6.9,281,Tim Story
"12,000,000",Drama History War,21.933822,1970-01-25,"89,800,000",172,Patton,7.3,323,Franklin J. Schaffner
"12,000,000",Drama Mystery Romance,64.610671,2015-06-18,"85,512,300",109,Paper Towns,6.1,1937,Jake Schreier
"12,000,000",Action Thriller War,21.958055,2012-02-24,"81,272,766",110,Act of Valor,6.3,417,Mike McCoy
"12,000,000",Crime Action Comedy,38.623178,2007-02-14,"80,573,774",121,Hot Fuzz,7.4,2199,Edgar Wright
"12,000,000",Thriller Science Fiction,23.161754,1983-06-03,"79,567,667",114,WarGames,7,504,John Badham
"12,000,000",Comedy Drama,10.297189,2002-04-01,"75,781,642",102,Barbershop,6.2,137,Tim Story
"12,000,000",Crime Drama Romance Thriller,19.195399,1985-02-08,"68,706,993",113,Witness,7,375,Peter Weir
"12,000,000",Action Adventure Comedy Drama Family,6.703319,2002-02-15,"61,141,030",93,Crossroads,4.7,158,Tamra Davis
"12,000,000",Drama Horror Thriller,11.135734,2008-02-01,"56,309,766",98,The Eye,5.5,281,David Moreau
"12,000,000",Drama Romance,18.422327,2002-08-29,"56,298,474",123,Frida,7.3,383,Julie Taymor
"12,000,000",Adventure Drama,6.537986,1981-12-15,"55,260,558",100,Quest for Fire,7.1,109,Jean-Jacques Annaud
"12,000,000",Horror Science Fiction,8.61659,1979-01-01,"54,000,000",102,Prophecy,5.4,25,John Frankenheimer
"12,000,000",Horror Thriller,20.624896,2002-08-21,"52,223,306",96,One Hour Photo,6.6,435,Mark Romanek
"12,000,000",Comedy Adventure,26.219598,2008-04-25,"43,493,123",107,Harold & Kumar Escape from Guantanamo Bay,6.2,497,Jon Hurwitz
"12,000,000",Action Thriller Crime,47.992817,2006-08-31,"42,931,041",88,Crank,6.6,1151,Brian Taylor
"12,000,000",Drama Romance,14.719886,2010-02-12,"42,345,360",145,My Name Is Khan,7.7,232,Karan Johar
"12,000,000",Comedy,26.598884,1996-02-16,"41,205,099",92,Happy Gilmore,6.5,755,Dennis Dugan
"12,000,000",Horror Science Fiction Thriller,8.083995,2008-10-10,"40,855,419",89,Quarantine,5.5,339,John Erick Dowdle
"12,000,000",Comedy Crime Romance,40.631671,1997-12-24,"39,673,162",154,Jackie Brown,7.3,1514,Quentin Tarantino
"12,000,000",Comedy Romance,9.559737,2006-10-06,"38,368,909",103,Employee of the Month,5.3,153,Greg Coolidge
"12,000,000",Drama Horror Thriller Crime,7.558959,1992-08-07,"37,170,057",91,Raising Cain,5.9,65,Brian De Palma
"12,000,000",Science Fiction Comedy Family,4.580081,1999-03-12,"36,450,736",97,Baby Geniuses,3.3,75,Bob Clark
"12,000,000",Drama Thriller,16.40512,2012-09-14,"35,485,056",100,Arbitrage,6.1,294,Nicholas Jarecki
"12,000,000",Documentary Music,8.410688,2012-06-28,"32,726,956",93,Katy Perry: Part of Me,6.5,85,Dan Cutforth
"12,000,000",Science Fiction Thriller,32.940597,2015-01-30,"32,248,241",106,Project Almanac,6.4,933,Dean Israelite
"12,000,000",Comedy Family,4.623609,2004-04-07,"31,179,516",97,Johnson Family Vacation,4.7,30,Christopher Erskin
"12,000,000",Comedy,11.510281,2001-12-21,"31,155,435",93,How High,6.3,218,Jesse Dylan
"12,000,000",Music Drama Romance,3.389249,1983-11-18,"30,400,000",132,Yentl,6.2,51,Barbra Streisand
"12,000,000",Drama Horror Comedy,12.653831,2004-11-11,"24,829,644",87,Seed of Chucky,4.9,287,Don Mancini
"12,000,000",Fantasy Romance Family Comedy,16.931846,2006-03-03,"23,006,849",104,Aquamarine,5.8,364,Elizabeth Allen Rosenbaum
"12,000,000",Comedy Drama,16.183746,2011-12-16,"22,939,027",94,Young Adult,5.6,364,Jason Reitman
"12,000,000",Drama Crime,18.422008,1998-09-11,"22,921,898",121,Rounders,6.9,439,John Dahl
"12,000,000",Horror Mystery Thriller,6.044161,1999-09-10,"21,133,087",99,Stir of Echoes,6.5,330,David Koepp
"12,000,000",Comedy Drama War,2.238646,1999-03-25,"21,001,563",117,Tea with Mussolini,5.8,32,Franco Zeffirelli
"12,000,000",Drama,3.604863,2006-09-02,"20,138,836",122,The Namesake,6.8,50,Mira Nair
"12,000,000",Drama Adventure,29.223881,2013-09-21,"17,654,912",115,Nebraska,7.4,636,Alexander Payne
"12,000,000",Comedy Family Fantasy Science Fiction,1.081822,2001-10-05,"17,292,381",86,Max Keeble's Big Move,5.4,33,Tim Hill
"12,000,000",Crime Drama Thriller,5.327714,2000-09-09,"15,250,000",114,Brother,6.8,107,Takeshi Kitano
